sample_id,sp_code,genus,species,date_sampled,time_sampled,region,site,colony_depth_m,colony_depth_ft,water_temp_c,lat,lon,gps,waypoint,collected_by,photo,colony_tag,colony_diameter_cm,colony_note1,colony_note2,sample_note1,sample_note2,tube_label,sample_location
EX0575,PPOR,Porites,porites,3/31/19,NA,EX,yellow_patch_1,NA,NA,NA,24.91675758,-77.08512878,NA,NA,rich and catherine,NA,8,NA,NA,NA,NA,NA,NA,Shedd
EX0576,OANN,Orbicella,annularis,3/31/19,NA,EX,yellow_patch_1,NA,NA,NA,24.91675758,-77.08512878,NA,NA,rich and catherine,NA,7,NA,NA,NA,NA,NA,NA,Shedd
EX0577,PAST,Porites,astreoides,3/31/19,NA,EX,yellow_patch_1,NA,NA,NA,24.91675758,-77.08512878,NA,NA,rich and catherine,NA,9,NA,NA,NA,NA,NA,NA,Shedd
EX0578,DLAB,Diploria,labyrinthiformis,3/31/19,NA,EX,yellow_patch_1,NA,NA,NA,24.91675758,-77.08512878,NA,NA,rich and catherine,NA,11,NA,NA,NA,NA,NA,NA,Shedd
EX0579,PAST,Porites,astreoides,3/31/19,NA,EX,yellow_patch_1,NA,NA,NA,24.91675758,-77.08512878,NA,NA,rich and catherine,NA,12,NA,off patch,NA,NA,NA,NA,Shedd
EX0580,NA,NA,NA,3/31/19,NA,EX,yellow_patch_1,NA,NA,NA,NaN,NaN,NA,NA,rich and catherine,NA,NA,NA,blank control,NA,NA,NA,NA,Shedd
EX0581,PPOR,Porites,porites,3/31/19,NA,EX,yellow_patch_1,NA,NA,NA,24.91675758,-77.08512878,NA,NA,rich and catherine,NA,12,NA,off patch,NA,NA,NA,NA,Shedd
EX0582,PPOR,Porites,porites,3/31/19,NA,EX,yellow_patch_1,NA,NA,NA,24.91675758,-77.08512878,NA,NA,rich and catherine,NA,13,NA,off patch,NA,NA,NA,NA,Shedd
EX0583,PAST,Porites,astreoides,3/31/19,NA,EX,yellow_patch_1,NA,NA,NA,24.91675758,-77.08512878,NA,NA,rich and catherine,NA,12,NA,off patch,NA,NA,NA,NA,Shedd
EX0584,SSID,Siderastrea,siderea,3/31/19,NA,EX,yellow_patch_1,NA,NA,NA,24.91675758,-77.08512878,NA,NA,rich and catherine,NA,12,NA,off patch,NA,NA,NA,NA,Shedd
EX0585,PAST,Porites,astreoides,3/31/19,NA,EX,yellow_patch_1,NA,NA,NA,24.91675758,-77.08512878,NA,NA,rich and catherine,NA,12,NA,off patch,NA,NA,NA,NA,Shedd
EX0591,SSID,Siderastrea,siderea,3/31/19,NA,EX,yellow_patch_1,3.1,10.17060367,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0592,PAST,Porites,astreoides,3/31/19,NA,EX,yellow_patch_1,3.9,12.79527559,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0593,PORI,Porites,sp,3/31/19,NA,EX,yellow_patch_1,3.8,12.4671916,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,off patch,digitate,NA,NA,NA,Shedd
EX0594,PORI,Porites,sp,3/31/19,NA,EX,yellow_patch_1,3.6,11.81102362,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,off patch,digitate,NA,NA,NA,Shedd
EX0595,SSID,Siderastrea,siderea,3/31/19,NA,EX,yellow_patch_1,3.6,11.81102362,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,off patch,NA,NA,NA,NA,Shedd
EX0596,PAST,Porites,astreoides,3/31/19,NA,EX,yellow_patch_1,3.6,11.81102362,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,off patch,NA,NA,NA,NA,Shedd
EX0597,PAST,Porites,astreoides,3/31/19,NA,EX,yellow_patch_1,3.4,11.15485564,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,off patch,NA,NA,NA,NA,Shedd
EX0598,PFUR,Porites,furcata,3/31/19,NA,EX,yellow_patch_1,3.8,12.4671916,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,off patch,NA,NA,NA,NA,Shedd
EX0599,PAST,Porites,astreoides,3/31/19,NA,EX,yellow_patch_1,3.8,12.4671916,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,off patch,NA,NA,NA,NA,Shedd
EX0600,PPOR,Porites,porites,3/31/19,NA,EX,yellow_patch_1,3.6,11.81102362,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,off patch - could be furcata,NA,NA,NA,NA,Shedd
EX0601,OFAV,Orbicella,faveolata,3/31/19,NA,EX,yellow_patch_1,2.6,8.530183727,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0602,PAST,Porites,astreoides,3/31/19,NA,EX,yellow_patch_1,2.4,7.874015748,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0603,OANN,Orbicella,annularis,3/31/19,NA,EX,yellow_patch_1,3.3,10.82677165,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0604,OFAV,Orbicella,faveolata,3/31/19,NA,EX,yellow_patch_1,2.9,9.514435696,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0605,SSID,Siderastrea,siderea,3/31/19,NA,EX,yellow_patch_1,3.4,11.15485564,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0606,DSTO,Dichocoenia,stokesi,3/31/19,NA,EX,yellow_patch_1,2.6,8.530183727,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0607,OANN,Orbicella,annularis,3/31/19,NA,EX,yellow_patch_1,2.1,6.88976378,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0608,OFAV,Orbicella,faveolata,3/31/19,NA,EX,yellow_patch_1,2.5,8.202099738,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0609,PPOR,Porites,porites,3/31/19,NA,EX,yellow_patch_1,2.2,7.217847769,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0621,DSTO,Dichocoenia,stokesi,3/31/19,NA,EX,yellow_patch_1,3.6,11.81102362,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0622,OFAV,Orbicella,faveolata,3/31/19,NA,EX,yellow_patch_1,3.6,11.81102362,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,annularis?,NA,NA,NA,NA,Shedd
EX0623,PAST,Porites,astreoides,3/31/19,NA,EX,yellow_patch_1,3.4,11.15485564,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0624,OFAV,Orbicella,faveolata,3/31/19,NA,EX,yellow_patch_1,3.2,10.49868766,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0625,OANN,Orbicella,annularis,3/31/19,NA,EX,yellow_patch_1,3.4,11.15485564,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0626,PPOR,Porites,porites,3/31/19,NA,EX,yellow_patch_1,3.4,11.15485564,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0627,SSID,Siderastrea,siderea,3/31/19,NA,EX,yellow_patch_1,3.1,10.17060367,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0628,SSID,Siderastrea,siderea,3/31/19,NA,EX,yellow_patch_1,3.1,10.17060367,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0629,OFAV,Orbicella,faveolata,3/31/19,NA,EX,yellow_patch_1,2.3,7.545931759,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0630,PPOR,Porites,porites,3/31/19,NA,EX,yellow_patch_1,2.6,8.530183727,NA,24.91675758,-77.08512878,NA,NA,ross and steve,NA,NA,NA,NA,NA,NA,NA,NA,Shedd
EX0631,PPOR,Porites,porites,6/22/19,NA,EX,NA,5.7912,19,NA,24.78316498,-76.8408432,Conch 1,NA,RK/Phil,NA,NA,NA,"Photo sample is 593, Seagrass bed, Check for Ppor",NA,NA,NA,NA,Bimini
EX0632,PPOR,Porites,porites,6/22/19,NA,EX,NA,6.096,20,NA,24.78316498,-76.8408432,Conch 1,NA,RK/Phil,NA,NA,NA,"Photo sample is 594, Seagrass bed, NO PHOTO",NA,NA,NA,NA,Bimini
EX0633,PCLI,Pseudodiploria,clivosa,6/23/19,NA,EX,NA,2.4384,8,NA,24.86092949,-76.83119202,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,Inside shallow patch reef,NA,NA,NA,NA,Bimini
EX0634,PSTR,Pseudodiploria,strigosa,6/23/19,NA,EX,NA,1.8288,6,NA,24.86076164,-76.83122253,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0635,OFAV,Orbicella,faveolata,6/23/19,NA,EX,NA,2.1336,7,NA,24.86076355,-76.83126068,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0636,DLAB,Diploria,labyrinthiformis,6/23/19,NA,EX,NA,1.8288,6,NA,24.86082649,-76.83126831,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0637,SSID,Siderastrea,siderea,6/23/19,NA,EX,NA,1.8288,6,NA,24.86087227,-76.83126068,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0638,MCAV,Montastraea,cavernosa,6/23/19,NA,EX,NA,1.8288,6,NA,24.86088371,-76.83124542,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0639,PAST,Porites,astreoides,6/23/19,NA,EX,NA,1.8288,6,NA,24.86084557,-76.83125305,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0640,SSID,Siderastrea,siderea,6/23/19,NA,EX,NA,2.1336,7,NA,24.8608036,-76.8312912,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0641,DLAB,Diploria,labyrinthiformis,6/23/19,NA,EX,NA,2.4384,8,NA,24.86066818,-76.83126068,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0642,PSTR,Pseudodiploria,strigosa,6/23/19,NA,EX,NA,2.7432,9,NA,24.86057472,-76.83122253,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,Check photo,NA,NA,NA,NA,Bimini
EX0643,OFAV,Orbicella,faveolata,6/23/19,NA,EX,NA,3.3528,11,NA,24.8604908,-76.83119202,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0644,PPOR,Porites,porites,6/23/19,NA,EX,NA,3.3528,11,NA,24.86048317,-76.83118439,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0645,MCAV,Montastraea,cavernosa,6/23/19,NA,EX,NA,5.4864,18,NA,24.85966492,-76.83084106,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0646,OANN,Orbicella,annularis,6/23/19,NA,EX,NA,4.2672,14,NA,24.85921097,-76.83071899,NA,Lob 3.1/ Waypoint 16,RK/ Lin,NA,NA,NA,Nice O ann colony at this site... Waypoint 17 slash ending point,NA,NA,NA,NA,Bimini
EX0647,SSID,Siderastrea,siderea,6/23/19,NA,EX,NA,3.3528,11,NA,24.8744297,-76.79634094,NA,Waypoint 21,RK/Lin,NA,NA,NA,Outside patch reef,NA,NA,NA,NA,Bimini
EX0648,MCAV,Montastraea,cavernosa,6/23/19,NA,EX,NA,3.3528,11,NA,24.87444305,-76.79629517,NA,Waypoint 21,RK/Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0649,SSID,Siderastrea,siderea,6/23/19,NA,EX,NA,4.8768,16,NA,24.87440681,-76.79634857,NA,Waypoint 21,RK/Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0650,DCYL,Dendogyra,cylindrus,6/23/19,NA,EX,NA,3.3528,11,NA,24.87415695,-76.79631805,NA,Waypoint 21,RK/Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0651,MCAV,Montastraea,cavernosa,6/23/19,NA,EX,NA,5.1816,17,NA,24.87390137,-76.7963562,NA,Waypoint 21,RK/Lin,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0652,DCYL,Dendogyra,cylindrus,6/23/19,NA,EX,NA,3.6576,12,NA,24.90386963,-76.80267334,NA,Waypoint 31,RK/ Ashley,NA,NA,NA,Dying Outside Patch reef,NA,NA,NA,NA,Bimini
EX0653,SSID,Siderastrea,siderea,6/23/19,NA,EX,NA,9.4488,31,NA,24.8776741,-76.81590271,NA,Waypoint 27,RK/ Lin,NA,NA,NA,Sea grass bed,NA,NA,NA,NA,Bimini
EX0654,OFAV,Orbicella,faveolata,6/23/19,NA,EX,NA,7.3152,24,NA,24.90296364,-76.80238342,NA,Waypoint 31,RK/ Ashley,NA,NA,NA,Outside patch reef,NA,NA,NA,NA,Bimini
EX0655,OFAV,Orbicella,faveolata,6/23/19,NA,EX,NA,5.4864,18,NA,24.90340424,-76.80216217,NA,Waypoint 31,RK/ Ashley,NA,NA,NA,Outside patch reef,NA,NA,NA,NA,Bimini
EX0656,MCAV,Montastraea,cavernosa,6/25/19,NA,EX,NA,7.3152,24,NA,24.93331528,-76.5526886,NA,Waypoint 64,RK/Phil,NA,NA,NA,No notes,NA,NA,NA,NA,Bimini
EX0657,SSID,Siderastrea,siderea,6/24/19,NA,EX,NA,6.096,20,NA,24.93217468,-76.77848816,NA,Waypoint 37,RK/Christina,NA,NA,NA,Spur groove,NA,NA,NA,NA,Bimini
EX0658,MCAV,Montastraea,cavernosa,6/24/19,NA,EX,NA,5.7912,19,NA,24.93208504,-76.77931976,NA,Waypoint 37,RK/Christina,NA,NA,NA,"Sample lost, but have picture",NA,NA,NA,NA,Bimini
EX0658,OFAV,Orbicella,faveolata,6/25/19,NA,EX,NA,11.2776,37,NA,24.94486237,-76.64102936,NA,Waypoint 53,RK/Phil,NA,NA,NA,Deeper macroalgae area,NA,NA,NA,NA,Bimini
EX0659,DCYL,Dendogyra,cylindrus,6/24/19,NA,EX,NA,5.4864,18,NA,24.93222427,-76.77978516,NA,Waypoint 37,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0660,MCAV,Montastraea,cavernosa,6/24/19,NA,EX,NA,8.5344,28,NA,24.92458534,-76.80205536,NA,Waypoint 41,RK/Christina,NA,NA,NA,Sea grass bed,NA,NA,NA,NA,Bimini
EX0661,SSID,Siderastrea,siderea,6/24/19,NA,EX,NA,8.5344,28,NA,24.92466736,-76.80223846,NA,Waypoint 41,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0662,OFAV,Orbicella,faveolata,6/24/19,NA,EX,NA,8.5344,28,NA,24.92469406,-76.80227661,NA,Waypoint 41,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0663,DCYL,Dendogyra,cylindrus,6/24/19,NA,EX,NA,7.3152,24,NA,24.92521667,-76.8033371,NA,Waypoint 41,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0664,SSID,Siderastrea,siderea,6/24/19,NA,EX,NA,7.62,25,NA,24.92532539,-76.80340576,NA,Waypoint 41,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0665,MCAV,Montastraea,cavernosa,6/24/19,NA,EX,NA,7.62,25,NA,24.92534637,-76.80340576,NA,Waypoint 41,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0666,OFAV,Orbicella,faveolata,6/24/19,NA,EX,NA,7.62,25,NA,24.92546654,-76.80360413,NA,Waypoint 41,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0667,DCYL,Dendogyra,cylindrus,6/24/19,NA,EX,NA,5.1816,17,NA,24.96296883,-76.73360443,NA,Waypoint 45,RK/Christina,NA,NA,NA,Shallow reef hard bottom outside,NA,NA,NA,NA,Bimini
EX0676,SSID,Siderastrea,siderea,6/24/19,NA,EX,NA,5.1816,17,NA,24.96293831,-76.73345947,NA,Waypoint 45,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0677,OFAV,Orbicella,faveolata,6/24/19,NA,EX,NA,6.7056,22,NA,24.96283913,-76.73326874,NA,Waypoint 45,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0678,DCYL,Dendogyra,cylindrus,6/24/19,NA,EX,NA,6.4008,21,NA,24.9627018,-76.73292542,NA,Waypoint 45,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0679,OFAV,Orbicella,faveolata,6/24/19,NA,EX,NA,6.4008,21,NA,24.96237373,-76.73286438,NA,Waypoint 45,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0680,SSID,Siderastrea,siderea,6/24/19,NA,EX,NA,6.4008,21,NA,24.96230507,-76.73283386,NA,Waypoint 45,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0681,OFAV,Orbicella,faveolata,6/24/19,NA,EX,NA,6.4008,21,NA,24.95846748,-76.72769928,NA,Waypoint 49,RK/Christina,NA,NA,NA,Sample lost,NA,NA,NA,NA,Bimini
EX0681,SSID,Siderastrea,siderea,6/25/19,NA,EX,NA,11.2776,37,NA,24.94472504,-76.64076996,NA,Waypoint 53,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0682,SSID,Siderastrea,siderea,6/24/19,NA,EX,NA,6.096,20,NA,24.95847702,-76.72770691,NA,Waypoint 49,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0683,SSID,Siderastrea,siderea,6/24/19,NA,EX,NA,5.7912,19,NA,24.95766258,-76.72742462,NA,Waypoint 49,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0684,OFAV,Orbicella,faveolata,6/24/19,NA,EX,NA,6.096,20,NA,24.95764351,-76.72746277,NA,Waypoint 49,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0685,DCYL,Dendogyra,cylindrus,6/24/19,NA,EX,NA,5.1816,17,NA,24.95741844,-76.72740936,NA,Waypoint 49,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0686,DLAB,Diploria,labyrinthiformis,6/24/19,NA,EX,NA,5.7912,19,NA,24.95645905,-76.72718048,NA,Waypoint 49,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0687,MCAV,Montastraea,cavernosa,6/24/19,NA,EX,NA,5.7912,19,NA,24.95640945,-76.72716522,NA,Waypoint 49,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0688,OFAV,Orbicella,faveolata,6/24/19,NA,EX,NA,6.096,20,NA,24.9561882,-76.72708893,NA,Waypoint 49,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0689,MCAV,Montastraea,cavernosa,6/24/19,NA,EX,NA,6.096,20,NA,24.95588493,-76.72694397,NA,Waypoint 49,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0690,DLAB,Diploria,labyrinthiformis,6/24/19,NA,EX,NA,7.0104,23,NA,24.95488548,-76.72686768,NA,Waypoint 49,RK/Christina,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0691,MCAV,Montastraea,cavernosa,6/25/19,NA,EX,NA,10.9728,36,NA,24.94466782,-76.64073181,NA,Waypoint 53,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0692,SSID,Siderastrea,siderea,6/25/19,NA,EX,NA,13.4112,44,NA,24.94450188,-76.6403656,NA,Waypoint 53,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0693,OFAV,Orbicella,faveolata,6/25/19,NA,EX,NA,13.4112,44,NA,24.94433594,-76.64026642,NA,Waypoint 53,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0694,SSID,Siderastrea,siderea,6/25/19,NA,EX,NA,10.0584,33,NA,24.94110107,-76.60720825,NA,Waypoint 59,RK/Phil,NA,NA,NA,Soft coral drift dive,NA,NA,NA,NA,Bimini
EX0695,MCAV,Montastraea,cavernosa,6/25/19,NA,EX,NA,10.0584,33,NA,24.94120026,-76.6071701,NA,Waypoint 59,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0696,SSID,Siderastrea,siderea,6/25/19,NA,EX,NA,10.0584,33,NA,24.94108009,-76.60795593,NA,Waypoint 59,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0697,MCAV,Montastraea,cavernosa,6/25/19,NA,EX,NA,10.0584,33,NA,24.94112587,-76.60803223,NA,Waypoint 59,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0698,MCAV,Montastraea,cavernosa,6/27/19,NA,EX,NA,3.9624,13,NA,23.86288452,-76.22984314,NA,Waypoint 87,RK/AK,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0699,OANN,Orbicella,annularis,6/25/19,NA,EX,NA,9.7536,32,NA,24.9412899,-76.60823822,NA,Waypoint 59,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0700,SSID,Siderastrea,siderea,6/25/19,NA,EX,NA,7.3152,24,NA,24.93327713,-76.55233765,NA,Waypoint 64,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0701,DLAB,Diploria,labyrinthiformis,6/25/19,NA,EX,NA,7.3152,24,NA,24.93316078,-76.55226898,NA,Waypoint 64,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0702,OANN,Orbicella,annularis,6/25/19,NA,EX,NA,7.3152,24,NA,24.93312263,-76.55223846,NA,Waypoint 64,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0703,OFAV,Orbicella,faveolata,6/25/19,NA,EX,NA,7.3152,24,NA,24.93311501,-76.55220795,NA,Waypoint 64,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0704,SSID,Siderastrea,siderea,6/25/19,NA,EX,NA,6.7056,22,NA,24.93305969,-76.55222321,NA,Waypoint 64,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0705,MCAV,Montastraea,cavernosa,6/25/19,NA,EX,NA,6.7056,22,NA,24.93302345,-76.55225372,NA,Waypoint 64,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0706,DLAB,Diploria,labyrinthiformis,6/25/19,NA,EX,NA,6.7056,22,NA,24.93301201,-76.55226898,NA,Waypoint 64,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0707,OANN,Orbicella,annularis,6/25/19,NA,EX,NA,4.8768,16,NA,24.92598152,-76.53436279,NA,Waypoint 68,RK/Phil,NA,NA,NA,Pretty arches and habitat... O ann balmies,NA,NA,NA,NA,Bimini
EX0708,SSID,Siderastrea,siderea,6/25/19,NA,EX,NA,4.8768,16,NA,24.92573547,-76.53434753,NA,Waypoint 68,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0709,OANN,Orbicella,annularis,6/25/19,NA,EX,NA,4.2672,14,NA,24.92575455,-76.53440857,NA,Waypoint 68,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0710,DCYL,Dendogyra,cylindrus,6/25/19,NA,EX,NA,4.2672,14,NA,24.92564583,-76.53440094,NA,Waypoint 68,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0711,MCAV,Montastraea,cavernosa,6/25/19,NA,EX,NA,4.2672,14,NA,24.92544746,-76.53450012,NA,Waypoint 68,RK/Phil,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0712,DCYL,Dendogyra,cylindrus,6/26/19,NA,EX,NA,10.0584,33,NA,24.28588486,-76.54289246,NA,Conch Cut farther from other... Check GPS 1 Track,RK,NA,NA,NA,Far off in flats great colony,NA,NA,NA,NA,Bimini
EX0713,DCYL,Dendogyra,cylindrus,6/26/19,NA,EX,NA,6.4008,21,NA,24.35166168,-76.58986664,NA,Jeep Reef,RK,NA,NA,NA,Jeep reef towards the last each top of big column,NA,NA,NA,NA,Bimini
EX0714,SSID,Siderastrea,siderea,6/27/19,NA,EX,NA,3.048,10,NA,23.9140892,-76.28891754,NA,Waypoint 77/ Pancreas Reef,RK/AK,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0715,OANN,Orbicella,annularis,6/27/19,NA,EX,NA,1.8288,6,NA,23.91441154,-76.28897858,NA,Waypoint 77/ Pancreas Reef,RK/AK,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0716,APAL,Acropora,palmata,6/27/19,NA,EX,NA,1.2192,4,NA,23.91485977,-76.28899384,NA,Waypoint 77/ Pancreas Reef,RK/AK,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0717,APRO,Acropora,prolifera,6/27/19,NA,EX,NA,0.6096,2,NA,NaN,NaN,NA,Waypoint 77/ Pancreas Reef,RK/AK,NA,NA,NA,Check vid,NA,NA,NA,NA,Bimini
EX0718,APAL,Acropora,palmata,6/27/19,NA,EX,NA,0.6096,2,NA,23.91586876,-76.28199005,NA,Waypoint 77/ Pancreas Reef,RK/AK,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0719,ACER,Acropora,cervicornis,6/27/19,NA,EX,NA,0.6096,2,NA,23.91586876,-76.28199005,NA,Waypoint 77/ Pancreas Reef,RK/AK,NA,NA,NA,May A pro,NA,NA,NA,NA,Bimini
EX0720,APAL,Acropora,palmata,6/27/19,NA,EX,NA,0.6096,2,NA,23.91586876,-76.28199005,NA,Waypoint 77/ Pancreas Reef,RK/AK,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0721,OANN,Orbicella,annularis,6/27/19,NA,EX,NA,0.9144,3,NA,23.91586876,-76.28199005,NA,Waypoint 77/ Pancreas Reef,RK/AK,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
EX0722,OFAV,Orbicella,faveolata,6/27/19,NA,EX,NA,0.9144,3,NA,23.91586876,-76.28199005,NA,Waypoint 77/ Pancreas Reef,RK/AK,NA,NA,NA,NA,NA,NA,NA,NA,Bimini
